rpg_box01,0.2,-1,,,,,,0.25 (bug)
rpg_box01,0.4,1,,,,,,0.25
rpg_box01,0.9,0.8 ,,,,,,0.25
rpg_box01,1.9,-0.4,,,,,,0.25
rpg_box01,2.5,0.9,,,,,,0.25
rpg_box01,3.4,0.5,,,,,,0.25 (bug)
rpg_box01,3.7,-0.9,,,,,,0.25
