theta0 theta1 theta2 fc_t_min
-0.20944 -0.146608 -0.146608 0.495669
-0.20944 -0.146608 -0.125664 0.542197
-0.20944 -0.146608 -0.10472 0.540719
-0.20944 -0.146608 -0.0837758 0.610832
-0.20944 -0.146608 -0.0628319 0.667485
-0.20944 -0.146608 -0.0418879 0.639839
-0.20944 -0.146608 -0.020944 0.698026
-0.20944 -0.146608 0 0.749368
-0.20944 -0.146608 0.020944 0.791519
-0.20944 -0.146608 0.0418879 0.849004
-0.20944 -0.146608 0.0628319 0.906203
-0.20944 -0.146608 0.0837758 0.963093
-0.20944 -0.146608 0.10472 0.971656
-0.20944 -0.146608 0.125664 0.952535
-0.20944 -0.146608 0.146608 1.00907
-0.20944 -0.146608 0.167552 1.01551
-0.20944 -0.146608 0.188496 1.01419
-0.20944 -0.146608 0.20944 1.0687
-0.20944 -0.125664 -0.20944 0.457
-0.20944 -0.125664 -0.188496 0.499652
-0.20944 -0.125664 -0.167552 0.496265
-0.20944 -0.125664 -0.146608 0.543163
-0.20944 -0.125664 -0.125664 0.593504
-0.20944 -0.125664 -0.10472 0.611984
-0.20944 -0.125664 -0.0837758 0.670644
-0.20944 -0.125664 -0.0628319 0.661504
-0.20944 -0.125664 -0.0418879 0.690119
-0.20944 -0.125664 -0.020944 0.735046
-0.20944 -0.125664 0 0.793024
-0.20944 -0.125664 0.020944 0.850768
-0.20944 -0.125664 0.0418879 0.908253
-0.20944 -0.125664 0.0628319 0.912407
-0.20944 -0.125664 0.0837758 0.912407
-0.20944 -0.125664 0.10472 0.954974
-0.20944 -0.125664 0.125664 0.978818
-0.20944 -0.125664 0.146608 0.967511
-0.20944 -0.125664 0.167552 1.01781
-0.20944 -0.125664 0.188496 1.07278
-0.20944 -0.125664 0.20944 1.12729
-0.20944 -0.10472 -0.20944 0.516932
-0.20944 -0.10472 -0.188496 0.509189
-0.20944 -0.10472 -0.167552 0.54446
-0.20944 -0.10472 -0.146608 0.602717
-0.20944 -0.10472 -0.125664 0.612773
-0.20944 -0.10472 -0.10472 0.671539
-0.20944 -0.10472 -0.0837758 0.714076
-0.20944 -0.10472 -0.0628319 0.684461
-0.20944 -0.10472 -0.0418879 0.735938
-0.20944 -0.10472 -0.020944 0.794125
-0.20944 -0.10472 0 0.852103
-0.20944 -0.10472 0.020944 0.853328
-0.20944 -0.10472 0.0418879 0.90787
-0.20944 -0.10472 0.0628319 0.899712
-0.20944 -0.10472 0.0837758 0.942514
-0.20944 -0.10472 0.10472 0.931102
-0.20944 -0.10472 0.125664 0.965121
-0.20944 -0.10472 0.146608 1.02093
-0.20944 -0.10472 0.167552 1.07633
-0.20944 -0.10472 0.188496 1.10901
-0.20944 -0.10472 0.20944 1.11123
-0.20944 -0.0837758 -0.20944 0.553201
-0.20944 -0.0837758 -0.188496 0.542638
-0.20944 -0.0837758 -0.167552 0.603088
-0.20944 -0.0837758 -0.146608 0.640467
-0.20944 -0.0837758 -0.125664 0.672045
-0.20944 -0.0837758 -0.10472 0.730811
-0.20944 -0.0837758 -0.0837758 0.708149
-0.20944 -0.0837758 -0.0628319 0.73645
-0.20944 -0.0837758 -0.0418879 0.79482
-0.20944 -0.0837758 -0.020944 0.833916
-0.20944 -0.0837758 0 0.878576
-0.20944 -0.0837758 0.020944 0.910552
-0.20944 -0.0837758 0.0418879 0.949114
-0.20944 -0.0837758 0.0628319 0.939843
-0.20944 -0.0837758 0.0837758 0.910798
-0.20944 -0.0837758 0.10472 0.967353
-0.20944 -0.0837758 0.125664 1.02355
-0.20944 -0.0837758 0.146608 1.06027
-0.20944 -0.0837758 0.167552 1.10675
-0.20944 -0.0837758 0.188496 1.10903
-0.20944 -0.0837758 0.20944 1.1245
-0.20944 -0.0628319 -0.20944 0.554077
-0.20944 -0.0628319 -0.188496 0.603122
-0.20944 -0.0628319 -0.167552 0.662051
-0.20944 -0.0628319 -0.146608 0.672162
-0.20944 -0.0628319 -0.125664 0.731008
-0.20944 -0.0628319 -0.10472 0.760912
-0.20944 -0.0628319 -0.0837758 0.736581
-0.20944 -0.0628319 -0.0628319 0.795109
-0.20944 -0.0628319 -0.0418879 0.834388
-0.20944 -0.0628319 -0.020944 0.885523
-0.20944 -0.0628319 0 0.911715
-0.20944 -0.0628319 0.020944 0.965522
-0.20944 -0.0628319 0.0418879 0.959773
-0.20944 -0.0628319 0.0628319 0.928111
-0.20944 -0.0628319 0.0837758 0.965645
-0.20944 -0.0628319 0.10472 1.00657
-0.20944 -0.0628319 0.125664 1.06276
-0.20944 -0.0628319 0.146608 1.06338
-0.20944 -0.0628319 0.167552 1.07132
-0.20944 -0.0628319 0.188496 1.07743
-0.20944 -0.0628319 0.20944 1.07188
-0.20944 -0.0418879 -0.20944 0.592534
-0.20944 -0.0418879 -0.188496 0.66175
-0.20944 -0.0418879 -0.167552 0.687609
-0.20944 -0.0418879 -0.146608 0.73079
-0.20944 -0.0418879 -0.125664 0.789636
-0.20944 -0.0418879 -0.10472 0.758561
-0.20944 -0.0418879 -0.0837758 0.794992
-0.20944 -0.0418879 -0.0628319 0.85343
-0.20944 -0.0418879 -0.0418879 0.892799
-0.20944 -0.0418879 -0.020944 0.912421
-0.20944 -0.0418879 0 0.970343
-0.20944 -0.0418879 0.020944 0.992005
-0.20944 -0.0418879 0.0418879 0.973909
-0.20944 -0.0418879 0.0628319 0.951282
-0.20944 -0.0418879 0.0837758 1.00817
-0.20944 -0.0418879 0.10472 1.01642
-0.20944 -0.0418879 0.125664 1.02978
-0.20944 -0.0418879 0.146608 1.07362
-0.20944 -0.0418879 0.167552 1.12902
-0.20944 -0.0418879 0.188496 1.05382
-0.20944 -0.0418879 0.20944 1.10833
-0.20944 -0.020944 -0.20944 0.650905
-0.20944 -0.020944 -0.188496 0.720017
-0.20944 -0.020944 -0.167552 0.730156
-0.20944 -0.020944 -0.146608 0.789057
-0.20944 -0.020944 -0.125664 0.807989
-0.20944 -0.020944 -0.10472 0.79447
-0.20944 -0.020944 -0.0837758 0.853129
-0.20944 -0.020944 -0.0628319 0.892566
-0.20944 -0.020944 -0.0418879 0.916975
-0.20944 -0.020944 -0.020944 0.970688
-0.20944 -0.020944 0 1.02332
-0.20944 -0.020944 0.020944 1.01867
-0.20944 -0.020944 0.0418879 0.962281
-0.20944 -0.020944 0.0628319 0.969776
-0.20944 -0.020944 0.0837758 1.01885
-0.20944 -0.020944 0.10472 1.0306
-0.20944 -0.020944 0.125664 1.07562
-0.20944 -0.020944 0.146608 1.10205
-0.20944 -0.020944 0.167552 1.10205
-0.20944 -0.020944 0.188496 1.10205
-0.20944 -0.020944 0.20944 1.10205
-0.20944 0 -0.20944 0.708821
-0.20944 0 -0.188496 0.734924
-0.20944 0 -0.167552 0.788037
-0.20944 0 -0.146608 0.846938
-0.20944 0 -0.125664 0.81577
-0.20944 0 -0.10472 0.852307
-0.20944 0 -0.0837758 0.891876
-0.20944 0 -0.0628319 0.93469
-0.20944 0 -0.0418879 0.970551
-0.20944 0 -0.020944 1.02857
-0.20944 0 0 1.02657
-0.20944 0 0.020944 1.00837
-0.20944 0 0.0418879 0.965651
-0.20944 0 0.0628319 1.01907
-0.20944 0 0.0837758 1.05983
-0.20944 0 0.10472 1.08848
-0.20944 0 0.125664 1.09724
-0.20944 0 0.146608 1.09
-0.20944 0 0.167552 1.09232
-0.20944 0 0.188496 1.0946
-0.20944 0 0.20944 1.10414
-0.20944 0.020944 -0.20944 0.766256
-0.20944 0.020944 -0.188496 0.737439
-0.20944 0.020944 -0.167552 0.845507
-0.20944 0.020944 -0.146608 0.8553
-0.20944 0.020944 -0.125664 0.851055
-0.20944 0.020944 -0.10472 0.90982
-0.20944 0.020944 -0.0837758 0.949389
-0.20944 0.020944 -0.0628319 0.975065
-0.20944 0.020944 -0.0418879 1.02802
-0.20944 0.020944 -0.020944 1.08124
-0.20944 0.020944 0 1.05466
-0.20944 0.020944 0.020944 1.00536
-0.20944 0.020944 0.0418879 1.01873
-0.20944 0.020944 0.0628319 1.0765
-0.20944 0.020944 0.0837758 1.08836
-0.20944 0.020944 0.10472 1.0973
-0.20944 0.020944 0.125664 1.12731
-0.20944 0.020944 0.146608 1.14471
-0.20944 0.020944 0.167552 1.09475
-0.20944 0.020944 0.188496 1.11135
-0.20944 0.020944 0.20944 1.12048
-0.20944 0.0418879 -0.20944 0.787404
-0.20944 0.0418879 -0.188496 0.791183
-0.20944 0.0418879 -0.167552 0.90254
-0.20944 0.0418879 -0.146608 0.869375
-0.20944 0.0418879 -0.125664 0.908218
-0.20944 0.0418879 -0.10472 0.9329
-0.20944 0.0418879 -0.0837758 0.991056
-0.20944 0.0418879 -0.0628319 1.02696
-0.20944 0.0418879 -0.0418879 1.08505
-0.20944 0.0418879 -0.020944 1.08124
-0.20944 0.0418879 0 1.04323
-0.20944 0.0418879 0.020944 1.01783
-0.20944 0.0418879 0.0418879 1.07566
-0.20944 0.0418879 0.0628319 1.11752
-0.20944 0.0418879 0.0837758 1.14539
-0.20944 0.0418879 0.10472 1.15446
-0.20944 0.0418879 0.125664 1.14368
-0.20944 0.0418879 0.146608 1.20174
-0.20944 0.0418879 0.167552 1.11047
-0.20944 0.0418879 0.188496 1.12248
-0.20944 0.0418879 0.20944 1.15015
-0.20944 0.0628319 -0.20944 0.789707
-0.20944 0.0628319 -0.188496 0.832015
-0.20944 0.0628319 -0.167552 0.869487
-0.20944 0.0628319 -0.146608 0.90616
-0.20944 0.0628319 -0.125664 0.9543
-0.20944 0.0628319 -0.10472 0.989471
-0.20944 0.0628319 -0.0837758 1.0332
-0.20944 0.0628319 -0.0628319 1.08353
-0.20944 0.0628319 -0.0418879 1.13926
-0.20944 0.0628319 -0.020944 1.0898
-0.20944 0.0628319 0 1.06083
-0.20944 0.0628319 0.020944 1.07423
-0.20944 0.0628319 0.0418879 1.13206
-0.20944 0.0628319 0.0628319 1.14427
-0.20944 0.0628319 0.0837758 1.15366
-0.20944 0.0628319 0.10472 1.16198
-0.20944 0.0628319 0.125664 1.20025
-0.20944 0.0628319 0.146608 1.23272
-0.20944 0.0628319 0.167552 1.16705
-0.20944 0.0628319 0.188496 1.17665
-0.20944 0.0628319 0.20944 1.13879
-0.20944 0.0837758 -0.20944 0.845551
-0.20944 0.0837758 -0.188496 0.866946
-0.20944 0.0837758 -0.167552 0.916958
-0.20944 0.0837758 -0.146608 0.962548
-0.20944 0.0837758 -0.125664 0.987405
-0.20944 0.0837758 -0.10472 1.04556
-0.20944 0.0837758 -0.0837758 1.08148
-0.20944 0.0837758 -0.0628319 1.13962
-0.20944 0.0837758 -0.0418879 1.13926
-0.20944 0.0837758 -0.020944 1.08124
-0.20944 0.0837758 0 1.07222
-0.20944 0.0837758 0.020944 1.13007
-0.20944 0.0837758 0.0418879 1.16168
-0.20944 0.0837758 0.0628319 1.19189
-0.20944 0.0837758 0.0837758 1.17342
-0.20944 0.0837758 0.10472 1.19824
-0.20944 0.0837758 0.125664 1.25634
-0.20944 0.0837758 0.146608 1.16513
-0.20944 0.0837758 0.167552 1.17513
-0.20944 0.0837758 0.188496 1.1853
-0.20944 0.0837758 0.20944 1.12752
-0.20944 0.10472 -0.20944 0.882638
-0.20944 0.10472 -0.188496 0.922909
-0.20944 0.10472 -0.167552 0.95119
-0.20944 0.10472 -0.146608 0.984858
-0.20944 0.10472 -0.125664 1.04298
-0.20944 0.10472 -0.10472 1.09136
-0.20944 0.10472 -0.0837758 1.13706
-0.20944 0.10472 -0.0628319 1.19519
-0.20944 0.10472 -0.0418879 1.13926
-0.20944 0.10472 -0.020944 1.11407
-0.20944 0.10472 0 1.12748
-0.20944 0.10472 0.020944 1.15942
-0.20944 0.10472 0.0418879 1.19816
-0.20944 0.10472 0.0628319 1.20602
-0.20944 0.10472 0.0837758 1.19569
-0.20944 0.10472 0.10472 1.25381
-0.20944 0.10472 0.125664 1.27961
-0.20944 0.10472 0.146608 1.22071
-0.20944 0.10472 0.167552 1.23109
-0.20944 0.10472 0.188496 1.17411
-0.20944 0.10472 0.20944 1.16222
-0.20944 0.125664 -0.20944 0.905222
-0.20944 0.125664 -0.188496 0.96474
-0.20944 0.125664 -0.167552 1.00623
-0.20944 0.125664 -0.146608 1.0399
-0.20944 0.125664 -0.125664 1.09802
-0.20944 0.125664 -0.10472 1.13394
-0.20944 0.125664 -0.0837758 1.19209
-0.20944 0.125664 -0.0628319 1.19735
-0.20944 0.125664 -0.0418879 1.13926
-0.20944 0.125664 -0.020944 1.12428
-0.20944 0.125664 0 1.1566
-0.20944 0.125664 0.020944 1.21446
-0.20944 0.125664 0.0418879 1.2386
-0.20944 0.125664 0.0628319 1.20047
-0.20944 0.125664 0.0837758 1.25073
-0.20944 0.125664 0.10472 1.30885
-0.20944 0.125664 0.125664 1.21769
-0.20944 0.125664 0.146608 1.22861
-0.20944 0.125664 0.167552 1.22091
-0.20944 0.125664 0.188496 1.16301
-0.20944 0.125664 0.20944 1.21726
-0.20944 0.146608 -0.20944 0.9597
-0.20944 0.146608 -0.188496 0.949713
-0.20944 0.146608 -0.167552 1.03631
-0.20944 0.146608 -0.146608 1.09437
-0.20944 0.146608 -0.125664 1.14951
-0.20944 0.146608 -0.10472 1.18842
-0.20944 0.146608 -0.0837758 1.24657
-0.20944 0.146608 -0.0628319 1.19735
-0.20944 0.146608 -0.0418879 1.13926
-0.20944 0.146608 -0.020944 1.15321
-0.20944 0.146608 0 1.21108
-0.20944 0.146608 0.020944 1.24984
-0.20944 0.146608 0.0418879 1.25274
-0.20944 0.146608 0.0628319 1.24711
-0.20944 0.146608 0.0837758 1.30521
-0.20944 0.146608 0.10472 1.23315
-0.20944 0.146608 0.125664 1.26866
-0.20944 0.146608 0.146608 1.23867
-0.20944 0.146608 0.167552 1.2099
-0.20944 0.146608 0.188496 1.21288
-0.20944 0.146608 0.20944 1.25264
-0.20944 0.167552 -0.20944 0.993196
-0.20944 0.167552 -0.188496 1.00062
-0.20944 0.167552 -0.167552 1.02174
-0.20944 0.167552 -0.146608 1.14827
-0.20944 0.167552 -0.125664 1.14951
-0.20944 0.167552 -0.10472 1.1773
-0.20944 0.167552 -0.0837758 1.25549
-0.20944 0.167552 -0.0628319 1.19735
-0.20944 0.167552 -0.0418879 1.17149
-0.20944 0.167552 -0.020944 1.20711
-0.20944 0.167552 0 1.26497
-0.20944 0.167552 0.020944 1.28559
-0.20944 0.167552 0.0418879 1.24728
-0.20944 0.167552 0.0628319 1.18951
-0.20944 0.167552 0.0837758 1.22893
-0.20944 0.167552 0.10472 1.26891
-0.20944 0.167552 0.125664 1.28014
-0.20944 0.167552 0.146608 1.24138
-0.20944 0.167552 0.167552 1.20792
-0.20944 0.167552 0.188496 1.26678
-0.20944 0.167552 0.20944 1.28279
-0.20944 0.188496 -0.20944 1.01831
-0.20944 0.188496 -0.188496 1.05078
-0.20944 0.188496 -0.167552 1.05698
-0.20944 0.188496 -0.146608 1.11505
-0.20944 0.188496 -0.125664 1.17317
-0.20944 0.188496 -0.10472 1.23132
-0.20944 0.188496 -0.0837758 1.25549
-0.20944 0.188496 -0.0628319 1.19735
-0.20944 0.188496 -0.0418879 1.20255
-0.20944 0.188496 -0.020944 1.2604
-0.20944 0.188496 0 1.29917
-0.20944 0.188496 0.020944 1.29971
-0.20944 0.188496 0.0418879 1.24188
-0.20944 0.188496 0.0628319 1.22412
-0.20944 0.188496 0.0837758 1.28222
-0.20944 0.188496 0.10472 1.31604
-0.20944 0.188496 0.125664 1.27739
-0.20944 0.188496 0.146608 1.24431
-0.20944 0.188496 0.167552 1.26121
-0.20944 0.188496 0.188496 1.30097
-0.20944 0.188496 0.20944 1.29691
-0.20944 0.20944 -0.20944 1.04763
-0.20944 0.20944 -0.188496 1.07901
-0.20944 0.20944 -0.167552 1.08821
-0.20944 0.20944 -0.146608 1.16852
-0.20944 0.20944 -0.125664 1.22664
-0.20944 0.20944 -0.10472 1.28479
-0.20944 0.20944 -0.0837758 1.25549
-0.20944 0.20944 -0.0628319 1.21964
-0.20944 0.20944 -0.0418879 1.25521
-0.20944 0.20944 -0.020944 1.31305
-0.20944 0.20944 0 1.33286
-0.20944 0.20944 0.020944 1.29436
-0.20944 0.20944 0.0418879 1.23653
-0.20944 0.20944 0.0628319 1.27677
-0.20944 0.20944 0.0837758 1.32702
-0.20944 0.20944 0.10472 1.32953
-0.20944 0.20944 0.125664 1.27204
-0.20944 0.20944 0.146608 1.25503
-0.20944 0.20944 0.167552 1.31386
-0.20944 0.20944 0.188496 1.33105
-0.20944 0.20944 0.20944 1.29156
-0.188496 -0.20944 -0.20944 0.284125
-0.188496 -0.20944 -0.188496 0.344019
-0.188496 -0.20944 -0.167552 0.355204
-0.188496 -0.20944 -0.146608 0.387841
-0.188496 -0.20944 -0.125664 0.400485
-0.188496 -0.20944 -0.10472 0.429303
-0.188496 -0.20944 -0.0837758 0.467795
-0.188496 -0.20944 -0.0628319 0.526679
-0.188496 -0.20944 -0.0418879 0.580533
-0.188496 -0.20944 -0.020944 0.586593
-0.188496 -0.20944 0 0.612381
-0.188496 -0.20944 0.020944 0.64079
-0.188496 -0.20944 0.0418879 0.698274
-0.188496 -0.20944 0.0628319 0.755474
-0.188496 -0.20944 0.0837758 0.734249
-0.188496 -0.20944 0.10472 0.76653
-0.188496 -0.20944 0.125664 0.822726
-0.188496 -0.20944 0.146608 0.87234
-0.188496 -0.20944 0.167552 0.889294
-0.188496 -0.20944 0.188496 0.944263
-0.188496 -0.20944 0.20944 0.985904
-0.188496 -0.188496 -0.20944 0.3452
-0.188496 -0.188496 -0.188496 0.376198
-0.188496 -0.188496 -0.167552 0.401236
-0.188496 -0.188496 -0.146608 0.402053
-0.188496 -0.188496 -0.125664 0.442225
-0.188496 -0.188496 -0.10472 0.480759
-0.188496 -0.188496 -0.0837758 0.52822
-0.188496 -0.188496 -0.0628319 0.56602
-0.188496 -0.188496 -0.0418879 0.567749
-0.188496 -0.188496 -0.020944 0.614776
-0.188496 -0.188496 0 0.642651
-0.188496 -0.188496 0.020944 0.700395
-0.188496 -0.188496 0.0418879 0.75788
-0.188496 -0.188496 0.0628319 0.812735
-0.188496 -0.188496 0.0837758 0.812735
-0.188496 -0.188496 0.10472 0.812735
-0.188496 -0.188496 0.125664 0.837685
-0.188496 -0.188496 0.146608 0.893497
-0.188496 -0.188496 0.167552 0.946405
-0.188496 -0.188496 0.188496 0.965526
-0.188496 -0.188496 0.20944 1.00835
-0.188496 -0.167552 -0.20944 0.406029
-0.188496 -0.167552 -0.188496 0.418178
-0.188496 -0.167552 -0.167552 0.410514
-0.188496 -0.167552 -0.146608 0.462882
-0.188496 -0.167552 -0.125664 0.493469
-0.188496 -0.167552 -0.10472 0.510732
-0.188496 -0.167552 -0.0837758 0.511872
-0.188496 -0.167552 -0.0628319 0.61795
-0.188496 -0.167552 -0.0418879 0.609926
-0.188496 -0.167552 -0.020944 0.644186
-0.188496 -0.167552 0 0.702164
-0.188496 -0.167552 0.020944 0.753222
-0.188496 -0.167552 0.0418879 0.795069
-0.188496 -0.167552 0.0628319 0.852269
-0.188496 -0.167552 0.0837758 0.909159
-0.188496 -0.167552 0.10472 0.841002
-0.188496 -0.167552 0.125664 0.897198
-0.188496 -0.167552 0.146608 0.953009
-0.188496 -0.167552 0.167552 1.00592
-0.188496 -0.167552 0.188496 1.00993
-0.188496 -0.167552 0.20944 1.01552
-0.188496 -0.146608 -0.20944 0.433189
-0.188496 -0.146608 -0.188496 0.455896
-0.188496 -0.146608 -0.167552 0.463777
-0.188496 -0.146608 -0.146608 0.494665
-0.188496 -0.146608 -0.125664 0.542913
-0.188496 -0.146608 -0.10472 0.56328
-0.188496 -0.146608 -0.0837758 0.62194
-0.188496 -0.146608 -0.0628319 0.611945
-0.188496 -0.146608 -0.0418879 0.645393
-0.188496 -0.146608 -0.020944 0.693828
-0.188496 -0.146608 0 0.739235
-0.188496 -0.146608 0.020944 0.796979
-0.188496 -0.146608 0.0418879 0.854463
-0.188496 -0.146608 0.0628319 0.911663
-0.188496 -0.146608 0.0837758 0.917057
-0.188496 -0.146608 0.10472 0.917057
-0.188496 -0.146608 0.125664 0.952535
-0.188496 -0.146608 0.146608 0.972969
-0.188496 -0.146608 0.167552 0.964676
-0.188496 -0.146608 0.188496 1.01965
-0.188496 -0.146608 0.20944 1.07416
-0.188496 -0.125664 -0.20944 0.493447
-0.188496 -0.125664 -0.188496 0.464244
-0.188496 -0.125664 -0.167552 0.5069
-0.188496 -0.125664 -0.146608 0.554477
-0.188496 -0.125664 -0.125664 0.564326
-0.188496 -0.125664 -0.10472 0.623092
-0.188496 -0.125664 -0.0837758 0.664492
-0.188496 -0.125664 -0.0628319 0.646272
-0.188496 -0.125664 -0.0418879 0.682319
-0.188496 -0.125664 -0.020944 0.740506
-0.188496 -0.125664 0 0.798484
-0.188496 -0.125664 0.020944 0.856228
-0.188496 -0.125664 0.0418879 0.857808
-0.188496 -0.125664 0.0628319 0.857808
-0.188496 -0.125664 0.0837758 0.897915
-0.188496 -0.125664 0.10472 0.93639
-0.188496 -0.125664 0.125664 0.925027
-0.188496 -0.125664 0.146608 0.967868
-0.188496 -0.125664 0.167552 1.02327
-0.188496 -0.125664 0.188496 1.07824
-0.188496 -0.125664 0.20944 1.11358
-0.188496 -0.10472 -0.20944 0.506195
-0.188496 -0.10472 -0.188496 0.524177
-0.188496 -0.10472 -0.167552 0.555441
-0.188496 -0.10472 -0.146608 0.589822
-0.188496 -0.10472 -0.125664 0.623881
-0.188496 -0.10472 -0.10472 0.682647
-0.188496 -0.10472 -0.0837758 0.658536
-0.188496 -0.10472 -0.0628319 0.683028
-0.188496 -0.10472 -0.0418879 0.741398
-0.188496 -0.10472 -0.020944 0.798729
-0.188496 -0.10472 0 0.838391
-0.188496 -0.10472 0.020944 0.872118
-0.188496 -0.10472 0.0418879 0.895221
-0.188496 -0.10472 0.0628319 0.899712
-0.188496 -0.10472 0.0837758 0.888723
-0.188496 -0.10472 0.10472 0.914385
-0.188496 -0.10472 0.125664 0.970581
-0.188496 -0.10472 0.146608 1.02639
-0.188496 -0.10472 0.167552 1.06262
-0.188496 -0.10472 0.188496 1.11528
-0.188496 -0.10472 0.20944 1.10983
-0.188496 -0.0837758 -0.20944 0.523265
-0.188496 -0.0837758 -0.188496 0.556092
-0.188496 -0.0837758 -0.167552 0.615022
-0.188496 -0.0837758 -0.146608 0.624307
-0.188496 -0.0837758 -0.125664 0.683153
-0.188496 -0.0837758 -0.10472 0.711269
-0.188496 -0.0837758 -0.0837758 0.683382
-0.188496 -0.0837758 -0.0628319 0.741909
-0.188496 -0.0837758 -0.0418879 0.781108
-0.188496 -0.0837758 -0.020944 0.839295
-0.188496 -0.0837758 0 0.858212
-0.188496 -0.0837758 0.020944 0.910923
-0.188496 -0.0837758 0.0418879 0.904079
-0.188496 -0.0837758 0.0628319 0.936779
-0.188496 -0.0837758 0.0837758 0.916258
-0.188496 -0.0837758 0.10472 0.969352
-0.188496 -0.0837758 0.125664 1.00984
-0.188496 -0.0837758 0.146608 1.06565
-0.188496 -0.0837758 0.167552 1.06235
-0.188496 -0.0837758 0.188496 1.06893
-0.188496 -0.0837758 0.20944 1.07639
-0.188496 -0.0628319 -0.20944 0.575857
-0.188496 -0.0628319 -0.188496 0.615296
-0.188496 -0.0628319 -0.167552 0.6369
-0.188496 -0.0628319 -0.146608 0.683269
-0.188496 -0.0628319 -0.125664 0.742116
-0.188496 -0.0628319 -0.10472 0.705704
-0.188496 -0.0628319 -0.0837758 0.742041
-0.188496 -0.0628319 -0.0628319 0.800569
-0.188496 -0.0628319 -0.0418879 0.839767
-0.188496 -0.0628319 -0.020944 0.859253
-0.188496 -0.0628319 0 0.917175
-0.188496 -0.0628319 0.020944 0.949939
-0.188496 -0.0628319 0.0418879 0.959773
-0.188496 -0.0628319 0.0628319 0.930913
-0.188496 -0.0628319 0.0837758 0.955392
-0.188496 -0.0628319 0.10472 1.01195
-0.188496 -0.0628319 0.125664 1.01517
-0.188496 -0.0628319 0.146608 1.01573
-0.188496 -0.0628319 0.167552 1.02924
-0.188496 -0.0628319 0.188496 1.02364
-0.188496 -0.0628319 0.20944 1.05591
-0.188496 -0.0418879 -0.20944 0.634485
-0.188496 -0.0418879 -0.188496 0.674096
-0.188496 -0.0418879 -0.167552 0.682997
-0.188496 -0.0418879 -0.146608 0.741897
-0.188496 -0.0418879 -0.125664 0.758276
-0.188496 -0.0418879 -0.10472 0.741792
-0.188496 -0.0418879 -0.0837758 0.800452
-0.188496 -0.0418879 -0.0628319 0.839808
-0.188496 -0.0418879 -0.0418879 0.861435
-0.188496 -0.0418879 -0.020944 0.917881
-0.188496 -0.0418879 0 0.968723
-0.188496 -0.0418879 0.020944 0.960531
-0.188496 -0.0418879 0.0418879 0.982552
