0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500005920949615046e-01,9.357063762413275754e+00,1.499999931513035456e+01,9.180892860045748449e+00,2.403976644936534068e-01,1.569999814419503315e+00,7.769444341097765383e-01,-1.569999746354248105e+00,3.821690520206443953e+00
3.254026581965607789e-03,3.937664890577785570e-03,1.012265357028167223e+00,1.249658083489020299e-01,1.428574025037985251e-01,2.945659414512036278e-01,9.908725639841646782e-01,-9.312377700941232295e-02,9.745639983389225991e-02,-1.332002389320454880e-03,-3.116743060039318891e+00,3.306906879198476368e+00,-9.772697106477856721e-02,-1.471363592335350745e-03,1.569999905544738894e-01,6.656788050637896248e-02,-1.569999793137828448e-01,1.000000090718158319e-01,2.076406511000527644e+00,1.051461871611583732e+01,1.256959327171412255e+01,1.173541645159556701e+01,1.250423733789702752e+01,-4.908707109066130503e-01,1.569999668875250443e+00,4.580007049093510751e-01,-1.569999474613519075e+00,1.704788592141728287e-01
1.121288951261454336e-01,1.145552305213941580e-01,1.109089109922417160e+00,1.331105317258095333e+00,1.297909620398744579e+00,7.346689147454821267e-01,9.203046845370790319e-01,-2.687980485283716914e-01,2.837526943899505438e-01,-1.647134338449745411e-02,-6.273779238283383464e-01,6.600245261155990306e-01,-2.201432003416474714e-01,2.658096669029097817e-02,1.082966707164678688e-01,-1.051076906989933946e-02,-1.023951058206686998e-01,2.669142064926051106e-01,6.145889866768204257e+00,1.499999975105502337e+01,1.260843406745696349e+01,7.593422197113131489e+00,1.323479503838018090e+01,4.609462457913655054e-01,-1.119252968724292918e+00,-8.705798376838219665e-01,1.170277206780425239e+00,5.872171553598860783e+00
7.871657017185600402e-01,7.447482196906962670e-01,1.292787737743744225e+00,2.706204687094206474e+00,2.518369221153843984e+00,2.199282119012782033e-01,9.916957149778948821e-01,-1.055278472058137351e-01,6.226450121800290727e-02,-3.907191122355865159e-02,1.734578677222435417e+00,-1.833478312946419386e+00,-1.462629141573419389e-01,1.613860027037850031e-02,-2.369802220953887151e-01,-6.186481983452329914e-02,2.228555457817766872e-01,5.650343512935034340e-01,1.080960442971830560e+01,2.891007460233320003e+00,3.852599334730226754e+00,4.726094199956296649e+00,3.179458064431958775e+00,-4.932428035012089151e-01,-1.194037401526866438e+00,4.725784006063604714e-01,1.017590284027727332e+00,5.477182829072330783e+00
1.585864482902537453e+00,1.520493114625496300e+00,1.187204051116450110e+00,2.133445413745556074e+00,2.227125148562623114e+00,-7.209408930558129924e-01,9.989902543059729911e-01,2.705879625790579696e-02,-2.974260663140124855e-02,-2.004172391613052648e-02,-1.988881125797830052e-01,7.383905455634094395e-01,2.453748926711103451e-01,-1.063035224598425504e-01,-6.787133429103664461e-01,2.086175430074512505e-01,6.390651856533549058e-01,8.810759250237341078e-01,1.436088911754541364e+01,4.540379859139054730e+00,8.797627663875474013e+00,7.106785447427805380e+00,7.860426683076901178e+00,-2.977774199270548650e-01,-1.569999815781428554e+00,1.180047773009103462e+00,1.569999365385561063e+00,6.479636265593776479e+00
1.996079022056653329e+00,1.996827100254472409e+00,1.008634734085457563e+00,1.023180117315593218e+00,1.512164116236009992e+00,-4.098347665242805249e-01,9.999499987634021814e-01,4.778265702849760453e-03,-8.781959777240505235e-03,-2.129141045536943170e-04,1.043212097204228250e+00,-2.064172068556257678e+00,1.267335559348108376e-01,-2.140066174251122888e-01,-7.568803298136597135e-01,3.362057716377533367e-01,7.409240609273917144e-01,1.132830083816594779e+00,1.940138947883232490e+01,1.499999974448733298e+01,1.459135449991180522e+01,7.352403152311369539e+00,1.499999983388863711e+01,-5.773241414913765635e-01,1.142977827953250980e+00,-2.702806764266671991e-01,-9.403098273568433196e-01,3.256652492927802012e+00
2.060069264104440467e+00,2.127752930835427492e+00,9.900000007045672845e-01,1.802197399437135417e-01,1.073310057520993066e+00,2.214429421019037392e-02,9.818106976326539392e-01,8.940883643168129336e-02,-1.673176859334369326e-01,7.655452690352280640e-03,1.899049746524519300e+00,-3.787775897248691237e+00,1.062816006770166410e-01,-2.225103389118774366e-01,-6.254145240441646436e-01,2.570229113796060894e-01,6.216022355774879493e-01,1.232830086631423683e+00,2.214535296532272568e+01,1.262815675844874974e+01,1.497433425806915253e+01,1.499999272422025953e+01,1.499999909137630993e+01,6.507375580857994724e-01,1.569999632628151343e+00,-1.569925915770945535e+00,-1.569996427449009024e+00,6.790128582445751348e-01
2.021264802117477721e+00,2.205520006646768394e+00,1.001918156412009653e+00,-9.756601095850454541e-01,4.695173586640013497e-01,1.430187266040716665e-01,9.361088567441854247e-01,1.520293052048942717e-01,-3.171037785761156025e-01,5.700201466711327797e-03,5.893220469396380778e-01,-2.087168715422560439e+00,5.889297410211113970e-02,-1.367639085989678094e-01,-4.684145438835951580e-01,1.305594741469344733e-01,4.646023961966369575e-01,1.332830089722591538e+00,2.482560082285320036e+01,8.561045112996476192e+00,1.471540295343720395e+01,1.499999940038029678e+01,1.206597283109882746e+01,9.744719142788094146e-01,1.569999823208373391e+00,-1.092227713358395969e+00,-1.569999458922751723e+00,2.998888538921266722e+00
1.863183028485759785e+00,2.221828288897771397e+00,1.011960955085386749e+00,-2.175873470586286551e+00,-1.246689240409759591e-01,5.518655647255332752e-02,9.218630965865597382e-01,1.433307388800972304e-01,-3.600321344317814476e-01,1.261990657779500083e-03,-8.890666410047387558e-01,1.387268712418139316e-01,1.524669526044348800e-01,-5.669262940227205033e-02,-3.114145558016963022e-01,5.414482300519284780e-02,3.076024480894159474e-01,1.432830094709982571e+00,2.730319088160684160e+01,9.217802288746796080e+00,1.197244294437478729e+01,1.424054282699586693e+01,1.114352714229280750e+01,5.652323564927521637e-01,1.569999775471186743e+00,-3.204027507384901163e-01,-1.569999328893843638e+00,9.110004947262364539e-01
1.205349717481472460e+00,2.128162229931320759e+00,1.004268218719679417e+00,-3.904900161646214229e+00,-5.827466334998359088e-01,-1.017709804378252869e-01,9.694817959696571119e-01,1.725308904887764075e-02,-2.440966185149116841e-01,-1.497394508155214417e-02,-8.127936726322344541e-01,1.735206711534800217e+00,1.793029568517594541e-01,-1.099923463059142570e-01,1.745445992860394924e-02,1.103151588258652893e-01,-4.095312888820590302e-03,1.642300829103838122e+00,3.125111814777475416e+01,8.674508245987595956e+00,9.093893562613356352e+00,7.866939637770258287e+00,7.289521534628689459e+00,-6.747535866948062289e-01,1.569999851616545872e+00,5.695398458576887979e-01,-1.445195219954557020e+00,6.741993066457635742e+00
