0.000000000000000000e+00,7.580086913045125385e-03,6.263739028316317459e-02,5.173629301595190633e-01,1.672726434492688874e+00,1.992440039966920207e+00,1.668170579505980911e+00,1.437949885046360343e+00,1.026469618701560726e+00,3.634902015776644291e-01,-2.005902546260429631e-04,-1.997427913803253574e-01,-3.999553561362780840e-01,-6.567696762688095546e-01,-1.426434643584640227e+00,-1.991242195425987127e+00,-2.057893798204604607e+00,-1.827339513453027919e+00,-4.095605533206114757e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.746689034992090939e-03,4.941840785734497032e-02,4.735416647730055217e-01,1.452604241211270519e+00,1.998307436294519235e+00,2.184982115146397508e+00,2.231959757754591323e+00,2.223935330712958791e+00,2.072248035153826606e+00,2.007231182170343242e+00,2.003648485785043398e+00,2.021870113223409149e+00,2.067152801292017728e+00,2.142666604743598491e+00,1.997719245964543866e+00,1.916500318808377124e+00,1.585206230294917695e+00,4.170534026722454435e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.022025643299441455e+00,1.105408474685882769e+00,1.342170263667012531e+00,9.900000000002598943e-01,1.006323150512632658e+00,9.900000000001356604e-01,9.900000000028061908e-01,1.005435818565444839e+00,9.900000000004381961e-01,1.006904329653770302e+00,1.019289145777195760e+00,1.019591146879388122e+00,1.001680720326684648e+00,9.900000000009807621e-01,1.004254294309839812e+00,9.900000000001549783e-01,9.900105299384562851e-01,1.218688427412954356e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.338446338206974229e-01,9.148485878114747116e-01,1.999999999999585221e+00,1.999999999993707922e+00,-6.252446477692878979e-01,-1.797675662748350334e+00,-1.999999999997625899e+00,-1.999999999999666045e+00,-1.999999999999646505e+00,-1.999999999999236167e+00,-1.998679013052383269e+00,-1.999999999997220446e+00,-1.999999999999661160e+00,-1.999999999999569233e+00,-9.169305609969318205e-01,-2.357381345712137310e-01,1.999999999999396927e+00,1.999999999999484634e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.646714932666706321e-01,7.961342243260336460e-01,1.861073891084517040e+00,1.620484106056791607e+00,8.779768742762728007e-01,5.267444089123609618e-01,2.442857034106757919e-01,-2.818251140370131580e-01,-4.929145762028537270e-01,-1.638632889531912440e-01,8.262483091881711594e-02,2.708951304942650573e-01,3.993490329127018512e-01,-9.757077466504693319e-02,-6.609298940148025103e-01,-7.477925750595328935e-01,-1.711368796860452512e+00,-1.895983273921371559e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.177755058919475406e-01,1.111560984742335112e+00,5.285516380740595821e-03,-3.206549671821550263e-01,7.545479331481308449e-03,-5.515648269003836646e-02,5.937936281721789555e-02,1.123777922248891947e-02,2.195974815088308496e-02,1.494015608160925712e-01,7.620415629011190184e-02,-8.869029106988257638e-02,-1.254249797235740260e-01,3.941710222210192960e-02,-5.959799314690883421e-02,-1.312994361761412598e-01,6.541145678837301247e-02,2.266676851146092186e-01,0.000000000000000000e+00
1.000000000000000000e+00,9.907831356874597928e-01,9.607443241220682273e-01,9.171849830002899440e-01,9.444391869206548717e-01,7.112478185511872386e-01,5.526836428142108959e-01,5.008687621501940468e-01,5.011653112525124021e-01,6.392964676384713663e-01,7.043254185043004156e-01,7.254759117052511641e-01,7.291243509417476565e-01,7.063863241896418677e-01,6.140930877404853216e-01,7.128053059660349744e-01,7.987124759628200232e-01,9.332295761528214273e-01,8.750087107080096738e-01,1.000000000000000000e+00
0.000000000000000000e+00,-9.220297142365821430e-02,-1.922804670419792916e-01,-2.460107070393227346e-01,-2.800942868562845689e-01,-7.028950305571652901e-01,-8.308636144907221022e-01,-8.602395194525911393e-01,-8.623880602383698912e-01,-7.687002999768169920e-01,-7.098174315038113802e-01,-6.877522500870025812e-01,-6.811117731540555775e-01,-6.870663568347493699e-01,-7.679547770794292738e-01,-7.013375431535686655e-01,-5.788870764535515301e-01,-2.215130380002731936e-01,-3.600552426698735431e-01,0.000000000000000000e+00
0.000000000000000000e+00,9.900975719024342203e-02,1.970226850065613933e-01,2.912227528826835665e-01,-1.635231945944279619e-01,-7.516297613932298137e-03,6.450947113251755127e-02,9.387077999821136221e-02,7.072788966836049407e-02,-1.983256971383150907e-02,-6.716876009045558669e-03,1.281160273090725145e-02,-5.586387048334976596e-03,-7.135454777778238444e-02,-3.166479198237663606e-02,5.786060953766107746e-03,8.345069914267018441e-02,1.642574666361624469e-01,-3.232328580360824821e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.667689187543538940e-03,3.436025689883627499e-02,1.159299235926684879e-01,5.331020079454241306e-02,-2.936306250698542293e-03,-6.706207216417454757e-03,1.751367855805635587e-02,1.085034462744316995e-02,-2.558214039275092354e-03,-6.308911059213787031e-03,-2.274657932887991230e-02,-6.658247227656638456e-02,-1.544885459025986396e-01,-1.792553511027042967e-01,8.762697202697016787e-04,1.413651805396269334e-01,2.302911566773350738e-01,1.550799461152166034e-02,0.000000000000000000e+00
